iso_code,language_name,longitude,latitude,area,continent,status,family,source
mlp,Bargam,145.756,-4.8723,Papunesia,Pacific,threatened,Nuclear Trans New Guinea,hepner_bargam_2006
bfa,Bari,31.0723,4.19522,Africa,Africa,not endangered,Nilotic,cohen_aspects_2000
bch,Bariai,148.666,-5.5087,Papunesia,Pacific,not endangered,Austronesian,gallagher_data_2005
mot,Barí,-72.9353,9.08497,South America,Americas,threatened,Chibchan,quesada_bari_2004
bjk,Barok,152.193,-3.47672,Papunesia,Pacific,not endangered,Austronesian,du_towards_2010
?,Barranbinya,145.93,-30.1,Australia,?,extinct,Pama-Nyungan,oates_barranbinya_1988
byr,Baruya,145.818,-6.89261,Papunesia,Pacific,not endangered,Angan,lloyd_bound_1989
bjz,Baruga,148.761,-9.40132,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,farr_tafota_nodate
bzw,Basa (Nigeria),7.06183,8.03159,Africa,Africa,not endangered,Atlantic-Congo,manda_study_2014
bas,Basa (Cameroon),10.4213,3.80765,Africa,Africa,not endangered,Atlantic-Congo,hyman_basaa_2003
byq,Basay,121.857,25.0046,Papunesia,Asia,extinct,Austronesian,NA
bsg,Bashkardi,53,32,Eurasia,Asia,shifting,Indo-European,NA
bak,Bashkir,56.5594,53.5967,Eurasia,Europe,threatened,Turkic,NA
bst,Basketo,36.5763,6.45774,Africa,Africa,threatened,Ta-Ne-Omotic,NA
eus,Basque,-1.31622,43.2787,Eurasia,Europe,threatened,?,NA
bsc,Bassari-Tanda,-13.3495,12.4529,Africa,Africa,threatened,Atlantic-Congo,NA
bnm,Batanga,9.51011,1.397041,Africa,Africa,threatened,Atlantic-Congo,NA
bbc,Batak Toba,99.1761,2.35498,Papunesia,Asia,threatened,Austronesian,NA
btz,Batak Alas-Kluet,97.8123,3.4293,Papunesia,Asia,not endangered,Austronesian,NA
btx,Batak Karo,98.2517,2.12787,Papunesia,Asia,threatened,Austronesian,NA
bhm,Bathari,53.119,17.4485,Eurasia,Asia,moribund,Afro-Asiatic,NA
bbl,Bats,45.344,42.1806,Eurasia,Asia,moribund,Nakh-Daghestanian,NA
bay,Batuley,134.784314,-5.814412,Papunesia,Asia,threatened,Austronesian,NA
brg,Baure,-64.1838,-13.1278,South America,Americas,nearly extinct,Arawakan,NA
bvz,Bauzi,137.629,-2.44717,Papunesia,Asia,not endangered,Geelvink Bay,NA
bar,Bavarian,13.246,47.9232,Eurasia,Europe,threatened,Indo-European,NA
bgr,Bawm Chin,92.92553,22.4405233333,Eurasia,Asia,threatened,Sino-Tibetan,NA
bvy,Baybayanon,?,?,Papunesia,?,not endangered,Austronesian,NA
bxj,Bayungu,114.108,-23.3809,Australia,Pacific,nearly extinct,Pama-Nyungan,NA
bea,Beaver,-120.352,56.7984,North America,Americas,moribund,Athabaskan-Eyak-Tlingit,NA
beb,Bebele,12.824,4.78874,Africa,Africa,threatened,Atlantic-Congo,NA
bby,Befang,10.0342,6.27562,Africa,Africa,not endangered,Atlantic-Congo,NA
bej,Beja,36.6666,17.2436,Africa,Africa,not endangered,Afro-Asiatic,NA
bei,Riuk Bekati',109.576,1.3307,Papunesia,Asia,threatened,Austronesian,sudarsono_description_2002
bkv,Bekwarra,8.86489,6.73737,Africa,Africa,not endangered,Atlantic-Congo,NA
bel,Belarusian,25.6038,53.2307,Eurasia,Europe,threatened,Indo-European,NA
bxb,Belanda Bor,27.8232,6.6503,Africa,Africa,shifting,Nilotic,NA
beg,Lemeting,114.933,4.96207,Papunesia,Asia,moribund,Austronesian,klamer_numeral_2014
byw,Belhariya,87.2783,26.9972,Eurasia,Asia,moribund,Sino-Tibetan,NA
blm,Beli (Sudan),29.7954,6.40428,Africa,Africa,shifting,Central Sudanic,NA
bzj,Belize Kriol English,-88.6281,17.3941,North America,Americas,shifting,Indo-European,NA
blc,Bella Coola,-126.689,52.3448,North America,Americas,nearly extinct,Salishan,nater_bella_1984
bmb,Bembe,29.0507,-4.49057,Africa,Africa,shifting,Atlantic-Congo,NA
bem,Bemba (Zambia),29.2993,-10.6122,Africa,Africa,not endangered,Atlantic-Congo,NA
bez,Bena (Tanzania),35.0364,-9.26671,Africa,Africa,not endangered,Atlantic-Congo,NA
bef,Benabena,145.534,-6.09974,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,NA
bcq,Bench,35.7673,7.04682,Africa,Africa,threatened,Ta-Ne-Omotic,NA
ben,Bengali,90,24,Eurasia,Asia,not endangered,Indo-European,NA
bng,Benga,9.600739,1.075766,Africa,Africa,moribund,Atlantic-Congo,NA
nhb,Beng,-4.23539,7.78122,Africa,Africa,not endangered,Mande,NA
dbt,Ben Tey Dogon,-2.94,14.78,Africa,?,shifting,Dogon,NA
bve,Berau Malay,117.934,1.6687,Papunesia,Asia,not endangered,Austronesian,NA
brc,Berbice Creole Dutch,-58.0002,5.3829,South America,Americas,extinct,Indo-European,NA
bkl,Berik,138.866,-2.26904,Papunesia,Asia,threatened,Tor-Orya,NA
wti,Berta,34.7042,10.6474,Africa,Africa,shifting,?,NA
mhe,Besisi,101.676,2.717,Eurasia,Asia,shifting,Austroasiatic,NA
bew,Betawi,107.022,-6.21174,Papunesia,Asia,threatened,Austronesian,NA
?,Betoi-Jirara,-71.67366,7.245731,South America,?,extinct,?,NA
xub,Betta Kurumba,76.6064,11.6385,Eurasia,Asia,shifting,Dravidian,NA
kap,Bezhta,46.0332,42.1206,Eurasia,Europe,shifting,Nakh-Daghestanian,NA
bhd,Bhadrawahi,75.8707,33.2851,Eurasia,Asia,threatened,Indo-European,NA
bhb,Bhili,73.9592,20.85,Eurasia,Asia,not endangered,Indo-European,NA
bho,Bhojpuri,84.817115,26.458455,Eurasia,Asia,not endangered,Indo-European,NA
bif,Biafada,-15.1347,11.467,Africa,Africa,threatened,Atlantic-Congo,NA
bhw,Biak,135.879,-0.9523,Papunesia,Asia,moribund,Austronesian,NA
beh,Biali,1.08259,11.0382,Africa,Africa,not endangered,Atlantic-Congo,NA
big,Biangai,146.765,-7.33882,Papunesia,Pacific,not endangered,Goilalan,NA
byk,Shidong Biao,113.391,23.656,Eurasia,Asia,not endangered,Tai-Kadai,NA
bje,Biao-Jiao Mien,111.344,25.5309,Eurasia,Asia,not endangered,Hmong-Mien,solnit_introduction_1985
bth,Biatah Bidayuh,110.254,1.17596,Papunesia,Asia,threatened,Austronesian,NA
bnk,Bierebo,168.154,-16.6663,Papunesia,Pacific,shifting,Austronesian,NA
nmb,Big Nambas,167.239,-16.0903,Papunesia,Pacific,not endangered,Austronesian,NA
?,Bih,108.016667,12.483333,Eurasia,?,nearly extinct,Austronesian,nguyen_grammar_2013
bip,Bila,28.7626,1.16839,Africa,Africa,not endangered,Atlantic-Congo,NA
byn,Bilin,38.3917,15.7833,Africa,Africa,threatened,Afro-Asiatic,NA
bll,Biloxi,-89.1951,31.32,North America,Americas,extinct,Siouan,NA
blb,Bilua,156.663,-7.92388,Papunesia,Pacific,shifting,?,NA
bhl,Bimin,142.04,-5.38732,Papunesia,Pacific,threatened,Nuclear Trans New Guinea,NA
bim,Bimoba,0.06121,10.4575,Africa,Africa,threatened,Atlantic-Congo,NA
bhg,Binandere,147.884,-8.37433,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,NA
bin,Bini,5.70426,6.40701,Africa,Africa,not endangered,Atlantic-Congo,NA
itb,Binongan Itneg,120.876,17.5972,Papunesia,Asia,not endangered,Austronesian,NA
bny,Bintulu,113.634,3.867,Papunesia,Asia,threatened,Austronesian,NA
bkd,Talaandig-Binukid,124.892,8.15933,Papunesia,Asia,not endangered,Austronesian,NA
bjr,Binumarien,146.102,-6.22068,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,NA
bxe,Ongota,37.025,5.29807,Africa,Africa,nearly extinct,?,NA
bzr,Biri,146.67,-20.1494,Australia,Pacific,extinct,Pama-Nyungan,NA
bvq,Birri,27.0842,5.3328,Africa,Africa,shifting,Central Sudanic,NA
bpy,Bishnupriya Manipuri,92.0157,24.4578,Eurasia,Asia,threatened,Indo-European,NA
bis,Bislama,166.89,-15.4,Papunesia,Pacific,not endangered,Indo-European,NA
bib,Bissa,-1.67332,10.4257,Africa,Africa,not endangered,Mande,NA
bzi,Bisu,99.9862,20.8542,Eurasia,Asia,shifting,Sino-Tibetan,NA
bwm,Biwat,143.873,-4.39429,Papunesia,Pacific,shifting,Yuat,NA
blp,Blablanga,159.419,-8.15058,Papunesia,Pacific,shifting,Austronesian,NA
beu,Blagar,124.251,-8.31787,Papunesia,Asia,shifting,Timor-Alor-Pantar,steinhauer_two_nodate
blr,Blang,99.7405,22.0092,Eurasia,Asia,not endangered,Austroasiatic,lewis_grammatical_2008
bgb,Bobongko,121.922,-0.36759,Papunesia,Asia,shifting,Austronesian,NA
gbj,Bodo Gadaba,82.771,18.3857,Eurasia,Asia,shifting,Austroasiatic,griffiths_gutob_2008
brx,Bodo-Mech,89.333235,26.725455,Eurasia,Asia,threatened,Sino-Tibetan,NA
bhn,Bohtan Neo-Aramaic,44.482,43.6405,Eurasia,Asia,moribund,Afro-Asiatic,NA
?,Bokar-Ramo,94.066429,28.61433,Eurasia,?,threatened,Sino-Tibetan,NA
bqc,Boko (Benin),3.71771,10.5189,Africa,Africa,not endangered,Mande,NA
bky,Bokyi,9.05875,6.10475,Africa,Africa,not endangered,Atlantic-Congo,NA
bnp,Bola,150.095,-5.55792,Papunesia,Pacific,threatened,Austronesian,NA
bli,Bolia,18.09748,-1.38362,Africa,Africa,not endangered,Atlantic-Congo,NA
smk,Bolinao,119.853,16.3071,Papunesia,Asia,threatened,Austronesian,NA
bmf,Bom-Kim,-11.59696,9.27518,?,Africa,nearly extinct,Atlantic-Congo,NA
peh,Bonan,102.995,35.6972,Eurasia,Asia,shifting,Mongolic,fried_grammar_2010
bfw,Bondo,83.8141,19.1512,Eurasia,Asia,shifting,Austroasiatic,anderson_remo_2008
bou,Bondei,38.5079,-5.10749,Africa,Africa,threatened,Atlantic-Congo,NA
dbu,Najamba-Kindige,-3.32636,14.9066,Africa,Africa,threatened,Dogon,NA
bot,Bongo,27.9918,7.4145,Africa,Africa,threatened,Central Sudanic,NA
bdg,Bonggi,117.174,7.29249,Papunesia,Asia,threatened,Austronesian,NA
boa,Bora,-68.9093,-2.91467,South America,Americas,moribund,Boran,seifart_structure_2005
gax,Borana-Arsi-Guji Oromo,37.882,1.05676,Africa,Africa,not endangered,Afro-Asiatic,NA
kvn,Border Kuna,-77.1664,7.92993,South America,Americas,threatened,Chibchan,NA
adi,Bori-Karko,94.3538,27.62812,Eurasia,Asia,not endangered,Sino-Tibetan,lalrempuii_morphology_2005
bwo,Boro (Ethiopia),35.345,10.6596,Africa,Africa,shifting,Ta-Ne-Omotic,NA
ksr,Borong,147.511,-6.56688,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,NA
bor,Bororo,-55.2004,-16.6029,South America,Americas,shifting,Bororoan,NA
sbl,Botolan Sambal,120.164,15.2315,Papunesia,Asia,not endangered,Austronesian,NA
mux,Bo-Ung,144.086,-5.8626,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,NA
pcc,Bouyei,106.187,24.8484,Eurasia,Asia,not endangered,Tai-Kadai,NA
brh,Brahui,64.2991,28.5347,Eurasia,Asia,threatened,Dravidian,NA
bra,Braj,78.0813,26.4758,Eurasia,Asia,not endangered,Indo-European,NA
bre,Breton,-3.78934,48.2452,Eurasia,Europe,not endangered,Indo-European,NA
bzd,Bribri,-83.0539,9.39794,North America,Americas,shifting,Chibchan,NA
bkk,Brokskat,76.6026,34.5308,Eurasia,Asia,shifting,Indo-European,NA
sgt,Brokpake,91.9972,27.3438,Eurasia,Asia,shifting,Sino-Tibetan,NA
plw,Brooke's Point Palawano,117.871,8.83891,Papunesia,Asia,not endangered,Austronesian,NA
box,Buamu,-3.50303,11.1687,Africa,Africa,not endangered,Atlantic-Congo,NA
bvb,Bube,8.68929,3.53638,Africa,Africa,moribund,Atlantic-Congo,NA
bdk,Budukh,48.3353,41.2272,Eurasia,Asia,shifting,Nakh-Daghestanian,NA
buu,Budu,27.951,2.00501,Africa,Africa,not endangered,Atlantic-Congo,NA
bbh,Bugan,104.963,23.6124,Eurasia,Asia,threatened,Austroasiatic,li_bugan_1996
buk,Bugawac,147.32,-6.67519,Papunesia,Pacific,shifting,Austronesian,NA
bgt,Bughotu,159.802,-8.47948,Papunesia,Pacific,not endangered,Austronesian,NA
bug,Buginese,119.977,-4.47,Papunesia,Asia,not endangered,Austronesian,NA
sab,Buglere,-81.25648,8.57695,North America,Americas,shifting,Chibchan,solis_hernandez_cuantificadores_1989
bgg,Bugun,92.367,27.204,Eurasia,Asia,shifting,Sino-Tibetan,NA
bxh,Buhutu,150.18,-10.5074,Papunesia,Pacific,not endangered,Austronesian,NA
byh,Bujhyal,84.5068,28.0084,Eurasia,Asia,threatened,Sino-Tibetan,regmi_bhujel_2007
bhh,Bukharic,64,41,Eurasia,Asia,not endangered,Indo-European,ido_bukharan_2014
ape,Bukiyip,143.111,-3.47169,Papunesia,Pacific,shifting,Nuclear Torricelli,NA
bxk,Bukusu,34.7719,0.68043,Africa,Africa,not endangered,Atlantic-Congo,NA
bul,Bulgarian,25.047,43.3646,Eurasia,Europe,shifting,Indo-European,NA
bwu,Buli (Ghana),-1.26748,10.5763,Africa,Africa,not endangered,Atlantic-Congo,NA
buy,Bullom So,-13.16,9,Africa,Africa,moribund,Atlantic-Congo,NA
sti,Bulo Stieng,106.798,11.9777,Eurasia,Asia,shifting,Austroasiatic,miller_overview_1976
bum,Bulu (Cameroon),11.6365,3.16141,Africa,Africa,not endangered,Atlantic-Congo,NA
kjz,Bumthangkha,90.8037,27.6494,Eurasia,Asia,threatened,Sino-Tibetan,NA
bwx,Bu-Nao Bunu,107.711,24.1025,Eurasia,Asia,shifting,Hmong-Mien,NA
bck,Bunaba,125.631,-17.8297,Australia,Pacific,nearly extinct,Bunaban,NA
bdd,Bunama,151.066,-10.0761,Papunesia,Pacific,not endangered,Austronesian,NA
bfn,Bunak,125.216,-9.13618,Papunesia,Asia,threatened,Timor-Alor-Pantar,NA
bns,Bundeli,78.9542,24.8982,Eurasia,Asia,not endangered,Indo-European,NA
xbg,Bunganditj,140.5,-36.5,Australia,?,extinct,Pama-Nyungan,NA
dgb,Bunoge Dogon,-3.49,14.43,Africa,Africa,shifting,Dogon,NA
bnn,Bunun,121.025,23.4116,Papunesia,Asia,threatened,Austronesian,NA
blf,Buol,121.519,0.97727,Papunesia,Asia,threatened,Austronesian,NA
bvr,Burarra,134.365,-12.3061,Australia,Pacific,shifting,Maningrida,NA
bwr,Bura-Pabir,12.3007,10.4822,Africa,Africa,shifting,Afro-Asiatic,NA
bvh,Bure,10.4554,10.4603,Africa,Africa,nearly extinct,Afro-Asiatic,NA
bji,Burji,38.4646,4.44624,Africa,Africa,threatened,Afro-Asiatic,NA
bzu,Burmeso,138.203,-2.47582,Papunesia,Asia,shifting,?,NA
bsk,Burushaski,74.8236,36.2161,Eurasia,Asia,shifting,?,NA
mhs,Buru (Indonesia),126.632,-3.43957,Papunesia,Asia,not endangered,Austronesian,griines_buru_1991
bqp,Busa,4.39929,9.91074,Africa,Africa,not endangered,Mande,NA
buf,Bushoong,21.4556,-4.69463,Africa,Africa,not endangered,Atlantic-Congo,NA
dox,Bussa,37.2017,5.74987,Africa,Africa,shifting,Afro-Asiatic,NA
bhs,Buwal,13.8838,10.6151,Africa,Africa,not endangered,Afro-Asiatic,NA
bwd,Bwaidoka,150.297,-9.51158,Papunesia,Pacific,not endangered,Austronesian,NA
bee,Byangsi,80.63653,29.92002,Eurasia,Asia,shifting,Sino-Tibetan,NA
msq,Caac,164.578,-20.4114,Papunesia,Pacific,shifting,Austronesian,cauchard_spatial_2018-1
cjp,Cabécar,-83.4102,9.67031,North America,Americas,shifting,Chibchan,verhoeven_cabecar_2012
ccr,Cacaopera,-88.1133,13.7437,North America,Americas,extinct,Misumalpan,NA
cbv,Kakua,-69.5659,0.88778,South America,Americas,shifting,Kakua-Nukak,NA
cad,Caddo,-98.2634,35.1826,North America,Americas,nearly extinct,Caddoan,NA
chl,Cahuilla,-116.691,33.5324,North America,Americas,nearly extinct,Uto-Aztecan,NA
frc,Cajun French,-91.6133,29.6869,North America,Americas,shifting,Indo-European,NA
cky,Cakfem-Mushere-Jibyal,9.16071,9.00924,Africa,Africa,not endangered,Afro-Asiatic,NA
clu,Caluyanun,121.384,12.0489,Papunesia,Asia,not endangered,Austronesian,NA
wes,Cameroon Pidgin,9.80166,5.43932,Africa,Africa,not endangered,Indo-European,NA
rab,Camling,86.7612,27.3371,Eurasia,Asia,threatened,Sino-Tibetan,kiryu_rise_2009
sro,Campidanese Sardinian,9.03935,39.0566,Eurasia,Europe,threatened,Indo-European,NA
kbh,Camsá,-76.8931,1.14537,South America,Americas,shifting,?,NA
cbu,Candoshi-Shapra,-76.9347,-4.23835,South America,Americas,shifting,?,NA
ram,Canela-Krahô,-45.1299,-6.10712,South America,Americas,shifting,Nuclear-Macro-Je,NA
cov,Cao Miao,109.547,26.2236,Eurasia,Asia,not endangered,Tai-Kadai,NA
kaq,Capanahua,-74.3813,-6.63254,South America,Americas,moribund,Pano-Tacanan,NA
cpg,Cappadocian Greek,35.45,38.73,Eurasia,Europe,shifting,Indo-European,NA
cot,Caquinte,-73.4451,-11.4812,South America,Americas,shifting,Arawakan,NA
xcr,Carian,28.182,37.203,Eurasia,?,extinct,Indo-European,NA
hns,Caribbean Hindustani,-55.333168,5.722918,South America,Americas,not endangered,Indo-European,gambhir_east_1981
jvn,Caribbean Javanese,-54.6305,5.62695,South America,Americas,not endangered,Austronesian,NA
caq,Car Nicobarese,92.7671,9.18853,Eurasia,Asia,threatened,Austroasiatic,NA
crx,Carrier,-124.328,54.3768,North America,Americas,moribund,Athabaskan-Eyak-Tlingit,poser_noun_2005
cbr,Cashibo-Cacataibo,-75.4206,-8.70232,South America,Americas,shifting,Pano-Tacanan,NA
dgc,Casiguran-Nagtipunan Agta,121.878,16.2176,Papunesia,Asia,shifting,Austronesian,NA
chc,Catawba,-80.8857,34.9685,North America,Americas,extinct,Siouan,NA
cav,Cavineña,-66.6277,-13.3544,South America,Americas,shifting,Pano-Tacanan,NA
cay,Cayuga,-76.5969,42.41,North America,Americas,moribund,Iroquoian,NA
cyb,Cayubaba,-65.4822,-13.2482,South America,Americas,nearly extinct,?,NA
sef,Cebaara Senoufo,-6.15264,9.50768,Africa,Africa,not endangered,Atlantic-Congo,NA
ceb,Cebuano,124.367,8.38799,Papunesia,Asia,not endangered,Austronesian,NA
xce,Celtiberian,?,?,Eurasia,?,extinct,Indo-European,NA
cam,Cemuhî,165.13,-20.8489,Papunesia,Pacific,threatened,Austronesian,NA
ckb,Central Kurdish,45.8077,35.6539,Eurasia,Asia,not endangered,Indo-European,mccarus_kurdish_2012
pst,Central Pashto,69.4529,31.9153,Eurasia,Asia,not endangered,Indo-European,NA
khm,Central Khmer,105.015,12.0515,Eurasia,Asia,not endangered,Austroasiatic,NA
ncb,Central Nicobarese,93.3921,7.94812,Eurasia,Asia,threatened,Austroasiatic,rajasingh_muot_2016
cmo,Central Mnong,107.301,12.6313,Eurasia,Asia,threatened,Austroasiatic,butler_8_2015
bca,Central Bai,99.7052,26.1666,Eurasia,Asia,not endangered,Sino-Tibetan,NA
fuq,Central-Eastern Niger Fulfulde,8.43261,15.0907,Africa,Africa,not endangered,Atlantic-Congo,NA
knc,Central Kanuri,16.3918,11.8863,Africa,Africa,not endangered,Saharan,NA
mwo,Central Maewo,168.135,-15.0784,Papunesia,Pacific,threatened,Austronesian,NA
agt,Central Cagayan Agta,121.857,17.9571,Papunesia,Asia,shifting,Austronesian,NA
bcl,Coastal-Naga Bikol,123.403,13.7574,Papunesia,Asia,not endangered,Austronesian,NA
tgt,Central Tagbanwa,119.338,10.6519,Papunesia,Asia,shifting,Austronesian,NA
sml,Central Sama,118.455978,7.004574,Papunesia,Asia,not endangered,Austronesian,NA
dtp,Central Dusun,116.681,6.02998,Papunesia,Asia,threatened,Austronesian,NA
mel,Central Melanau,111.346451,2.524086,Papunesia,Asia,threatened,Austronesian,NA
cns,Central Asmat,138.471,-5.80391,Papunesia,Asia,threatened,Nuclear Trans New Guinea,NA
ryu,Central Okinawan,127.7816,26.14854,Eurasia,Asia,moribund,Japonic,NA
esu,Central Alaskan Yupik,-161.486,60.3062,North America,Americas,shifting,Eskimo-Aleut,NA
ess,Central Siberian Yupik,-170.272,63.4308,Eurasia,Americas,shifting,Eskimo-Aleut,NA
tar,Central Tarahumara,-107.154,27.5648,North America,Americas,threatened,Uto-Aztecan,NA
nhn,Tlaxcala-Puebla-Central Nahuatl,-98.3002,19.1248,North America,Americas,threatened,Uto-Aztecan,NA
ojc,Central Ojibwa,-84.1543,46.5741,North America,Americas,shifting,Algic,rhodes_morphosyntax_1976
ayr,Central Aymara,-68.5,-17,South America,Americas,threatened,Aymaran,hardman-de-bautista_aymara_2001
pbs,Central Pame,-99.2898,21.3762,North America,Americas,threatened,Otomanguean,NA
tuf,Central Tunebo,-72.097,6.8867,South America,Americas,shifting,Chibchan,headland_grammar_1973
tzm,Central Moroccan Berber,-2.40872,32.7415,Africa,Africa,not endangered,Afro-Asiatic,mauri_formal_2015
lbk,Central Bontoc,120.92,17.08,Papunesia,?,not endangered,Austronesian,reid_central_1970
?,Central Mfumte,10.967982,6.67876,?,?,?,Atlantic-Congo,mclean_sketch_2014
?,Central Chong,?,?,?,?,moribund,Austroasiatic,kamnuansin_syntactic_2003
?,Central Mansi,62.4023,61.1432,?,?,moribund,Uralic,forsberg_eastern_2007
cbi,Cha'palaa,-79.0508,0.71489,South America,Americas,shifting,Barbacoan,floyd_discourse_2010
cao,Chácobo,-66.7164,-12.133,South America,Americas,threatened,Pano-Tacanan,tallman_grammar_201
cdy,Chadong,109.96041,25.23532,Eurasia,Asia,not endangered,Tai-Kadai,NA
shu,Chadian Arabic,13.5,14.67,Africa,Africa,not endangered,Afro-Asiatic,owens_grammar_1993
chg,Chagatai,57.88758,38.21146,Eurasia,Asia,extinct,Turkic,bodrogligeti_grammar_2001
ccp,Chakma,92.339,23.00148,Eurasia,Asia,not endangered,Indo-European,ganguly_linguistic_1996
ckh,Chak,92.5953,21.4134,Eurasia,Asia,threatened,Sino-Tibetan,huziwara_cak-english-bangla_2016
cli,Chakali,-1.90181,9.83446,Africa,Africa,shifting,Atlantic-Congo,brindle_dictionary_2017
cld,Chaldean Neo-Aramaic,43.5027,37.0972,Eurasia,Asia,shifting,Afro-Asiatic,coghill_northeastern_2019
cdh,Chambeali,76.1796,32.5476,Eurasia,Asia,not endangered,Indo-European,tripathi_descriptive_1975
cji,Chamalal,45.995,42.5024,Eurasia,Europe,shifting,Nakh-Daghestanian,magomedova_chamalal_2004
cha,Chamorro,144.74474,13.438011,Papunesia,Pacific,threatened,Austronesian,topping_chamorro_1973
can,Chambri,143.097,-4.27831,Papunesia,Pacific,shifting,Lower Sepik-Ramu,NA
chx,Chantyal,83.4488,28.684,Eurasia,Asia,shifting,Sino-Tibetan,NA
nbc,Chang Naga,94.9536,26.4336,Eurasia,Asia,threatened,Sino-Tibetan,chor_sketch_2011
cdn,Chaudangsi,80.4832,29.7033,Eurasia,Asia,shifting,Sino-Tibetan,krishan_sketch_2001
cbk,Chavacano,122.18849,7.435034,Papunesia,Asia,not endangered,Indo-European,sippola_cavite_2013
cbt,Shawi,-76.8252,-5.63764,South America,Americas,threatened,Cahuapanan,NA
che,Chechen,45.5,43.5,Eurasia,Europe,threatened,Nakh-Daghestanian,nichols_chechen_1994
ruk,Che,8.67024,10.0031,Africa,Africa,not endangered,Atlantic-Congo,wilson_phonological_1996
mrn,Cheke Holo,159.625,-8.27055,Papunesia,Pacific,not endangered,Austronesian,boswell_grammar_2018
cde,Chenchu,79.2534,15.8787,Eurasia,Asia,not endangered,Dravidian,trivedi_linguistic_1978
cjn,Chenapian,142.317,-4.25154,Papunesia,Pacific,shifting,Sepik,NA
cdm,Chepang,84.9017,27.7206,Eurasia,Asia,threatened,Sino-Tibetan,caughley_syntax_1982
chr,Cherokee,-83.163,35.4664,North America,Americas,threatened,Iroquoian,montgomery-anderson_reference_2008
chy,Cheyenne,-106.659,45.5321,North America,Americas,shifting,Algic,leman_reference_1979
hne,Chhattisgarhi,82.0483,20.3601,Eurasia,Asia,not endangered,Indo-European,NA
ctn,Chintang,87.1899,26.961,Eurasia,Asia,shifting,Sino-Tibetan,NA
chb,Chibcha,-74.1666,6.24999,South America,?,extinct,Chibchan,ostler_syntactic_1994
cic,Chickasaw,-97.1301,33.9452,North America,Americas,shifting,Muskogean,munro_chickasaw_2005
